0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,3
0,11
0,27
0,43
0,59
0,75
0,94
39,114
47,136
54,158
75,183
93,220
110,256
133,310
146,343
161,378
184,470
190,524
194,569
195,634
194,623
194,570
195,647
194,666
194,658
194,668
191,547
191,553
191,590
188,534
180,438
195,451
182,424
180,414
186,430
135,312
124,282
104,243
94,221
76,179
96,215
39,91
32,76
26,64
15,41
3,20
0,6
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,3
0,12
0,28
0,53
0,98
0,136
0,155
0,189
0,237
3,353
203,486
217,534
251,580
267,625
274,661
280,704
284,732
289,765
292,788
280,812
259,710
232,897
232,844
233,842
233,837
232,829
227,815
118,808
117,781
118,757
265,716
261,678
256,644
250,599
240,552
222,504
199,452
173,391
148,340
122,284
97,228
73,121
49,89
33,64
19,42
7,22
0,7
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,5
0,20
0,25
2,31
5,46
8,91
0,100
0,175
0,246
0,371
100,274
106,250
141,355
119,285
209,501
269,687
257,647
262,669
269,764
268,791
269,803
269,805
269,812
270,816
159,815
142,808
142,788
142,766
143,749
142,726
142,701
263,667
263,631
254,594
236,546
217,499
193,444
171,391
144,333
118,276
94,222
68,116
48,91
32,64
18,42
7,22
0,7
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,4
3,22
0,40
0,78
0,93
0,142
0,204
0,240
0,250
33,380
49,312
49,291
50,500
79,548
87,590
98,631
98,662
98,687
127,708
127,727
145,744
242,750
251,760
282,764
156,756
156,749
