3,0
13,0
44,4
123,39
141,43
221,70
301,103
131,47
228,80
526,198
236,96
591,223
622,237
671,257
729,99
760,281
831,311
778,308
878,338
937,357
849,312
912,318
942,355
981,370
1020,352
1005,376
992,377
931,348
1018,373
1012,378
693,280
925,353
817,321
869,338
709,281
785,306
746,291
704,275
657,256
493,184
561,218
506,196
393,152
321,122
111,92
74,73
58,50
45,31
38,19
28,11
16,3
8,0
8,0
17,0
24,5
31,10
39,13
56,20
78,27
151,55
400,149
288,103
550,200
602,220
530,179
685,224
680,210
786,223
841,309
805,312
862,327
931,343
235,88
873,335
936,339
1020,358
882,309
1016,356
1015,357
999,353
992,353
981,352
964,350
408,266
867,340
698,258
224,88
145,60
229,88
334,149
82,30
391,163
508,210
294,101
447,172
388,144
142,102
80,31
73,27
69,34
71,26
60,0
26,0
10,0
1,0
3,0
16,0
62,0
77,20
156,40
223,66
288,88
346,115
419,145
481,171
480,175
448,169
536,219
379,176
588,214
328,59
292,98
212,87
197,105
187,76
336,141
455,170
512,183
1058,334
407,119
500,67
951,304
895,341
813,275
1058,367
1000,356
955,346
705,275
569,229
848,304
699,253
762,305
729,295
706,285
587,236
529,154
486,193
466,182
409,154
124,125
77,96
74,70
76,51
82,40
69,29
37,15
11,0
1,0
4,0
25,4
42,0
42,15
37,13
56,21
92,38
128,54
142,60
158,66
208,87
242,102
274,115
354,145
489,198
707,271
790,299
663,259
488,198
397,170
362,159
318,142
292,93
297,135
318,144
286,131
220,102
184,85
200,92
240,109
223,100
204,91
256,113
247,109
192,83
195,83
239,102
279,119
310,103
270,114
245,104
256,107
192,82
151,66
128,56
127,54
103,26
53,0
30,0
21,0
9,0
1,0
2,0
1,0
2,0
3,0
2,0
5,0
8,0
11,0
14,0
16,0
12,0
30,0
20,0
35,0
28,0
31,0
32,0
38,3
79,0
100,0
130,0
131,0
128,0
150,0
191,0
218,0
220,0
211,0
247,0
282,0
284,0
308,0
297,0
319,0
415,171
486,186
453,184
319,136
275,117
276,117
215,91
196,84
153,69
141,62
140,37
115,0
84,0
50,0
23,0
6,0
1,0
1,0
1,0
1,0
3,0
6,0
7,0
12,0
18,0
10,0
9,0
12,0
11,0
47,0
52,20
36,13
31,11
20,4
31,7
88,37
110,49
129,53
155,71
123,53
119,52
152,69
246,115
278,127
285,0
320,0
226,0
201,0
233,0
96,0
19,0
19,0
14,0
18,0
27,0
57,0
84,0
119,54
155,69
124,54
119,52
77,33
79,33
63,25
52,21
48,19
37,14
35,13
27,10
18,5
10,0
3,0
2,0
10,0
32,0
98,0
111,39
183,62
251,89
318,118
437,162
316,124
305,124
441,179
545,218
320,131
391,166
737,277
256,108
336,145
603,190
1070,96
1072,385
989,370
691,289
545,213
920,324
602,243
664,269
739,301
543,225
328,137
588,221
302,127
412,176
322,129
785,307
792,331
767,309
791,317
720,289
594,238
637,263
558,224
552,221
467,169
366,137
88,117
51,87
87,77
91,53
35,14
30,11
22,0
7,0
1,0
12,0
46,0
54,11
150,59
138,55
132,54
286,114
381,137
211,77
99,40
281,120
190,81
159,67
126,52
118,52
84,36
90,40
74,32
81,35
107,46
143,63
142,63
193,86
211,94
225,100
219,98
287,102
326,141
263,115
399,175
387,171
415,175
460,193
486,209
409,177
330,141
358,152
339,145
281,120
280,119
224,96
282,122
292,125
280,120
199,103
149,72
116,56
87,41
62,28
46,19
25,9
5,0
1,0
1,0
1,0
1,0
5,0
10,0
23,6
33,12
42,17
40,15
36,13
41,15
19,4
5,0
4,0
17,2
10,0
24,0
20,0
22,0
37,0
40,0
36,0
41,0
56,0
80,0
105,4
114,46
195,80
296,130
364,159
362,156
374,162
405,177
498,215
633,260
573,241
471,202
430,185
420,181
434,187
512,218
401,168
328,141
336,143
277,116
274,115
253,105
177,125
129,101
105,55
83,38
61,26
40,16
20,6
6,0
4,0
2,0
2,0
2,0
2,0
2,0
2,0
2,0
2,0
2,0
2,0
2,0
2,0
2,0
2,0
2,0
2,2
2,1
2,0
2,0
2,0
2,0
2,1
2,2
2,2
2,2
2,2
2,2
2,3
2,51
2,107
2,142
2,165
2,178
2,108
2,41
2,30
2,65
2,45
2,83
2,72
2,78
2,70
2,74
2,76
2,39
2,58
2,65
2,77
2,68
2,53
2,35
2,30
2,27
2,30
2,29
2,21
2,17
2,14
2,5
2,0
2,0
2,0
2,0
2,0
2,0
2,0
2,0
2,0
2,0
2,0
2,0
2,0
2,0
2,0
2,0
2,0
2,0
2,0
2,0
2,0
2,0
2,0
2,0
2,0
2,0
2,0
2,0
2,0
2,0
2,0
2,0
2,0
2,0
2,0
2,0
2,0
2,0
2,0
2,0
2,0
2,0
2,0
2,0
2,0
2,0
2,0
2,0
2,0
2,0
2,0
2,0
2,0
2,0
2,1
2,1
2,2
2,0
2,0
2,0
2,0
2,0
2,0
2,2
2,1
2,0
2,1
2,0
2,1
2,0
2,0
2,0
2,0
2,0
2,0
2,57
2,99
2,98
2,98
2,98
2,99
2,98
2,98
2,99
2,98
2,98
2,98
2,98
2,98
2,99
2,98
2,99
2,92
2,80
2,75
2,57
2,25
2,0
2,0
2,0
2,0
2,0
2,0
2,0
2,0
2,0
2,0
2,0
2,0
2,0
2,0
2,0
2,0
2,0
2,0
2,0
2,0
2,0
2,0
2,0
2,0
2,0
2,0
2,0
2,0
2,0
2,0
